accuracy_m,altitude_m,bearing_degrees,latitude,longitude,speed_m_s,time_usec,vertical_accuracy_m
3.2160000801086426,210.31439208984375,29.799999237060547,55.75050235,48.74780298,6.46999979019165,89515758641,4.0
3.2160000801086426,211.3924560546875,29.0,55.7505546,48.74784778,6.659999847412109,89516750855,4.0
3.2160000801086426,211.48114013671875,28.5,55.75060936,48.74789952,6.869999885559082,89517757397,4.0
3.2160000801086426,211.576904296875,27.899999618530273,55.75066386,48.7479517,6.929999828338623,89518752240,4.0
3.2160000801086426,210.9620361328125,27.299999237060547,55.75071774,48.74800252,6.960000038146973,89519757508,4.0
3.2160000801086426,211.2218017578125,25.600000381469727,55.75077586,48.74805463,6.989999771118164,89520753448,4.0
3.2160000801086426,210.89520263671875,25.899999618530273,55.75082813,48.74810171,6.699999809265137,89521776610,4.0
3.2160000801086426,210.5621337890625,25.899999618530273,55.75087994,48.74814829,6.610000133514404,89522758089,4.0
3.2160000801086426,210.38134765625,26.0,55.75093226,48.74819335,6.269999980926514,89523763325,4.0
3.2160000801086426,210.58294677734375,27.200000762939453,55.75097657,48.74823317,5.380000114440918,89524763291,4.0
3.2160000801086426,211.15423583984375,32.099998474121094,55.75100971,48.74827293,4.210000038146973,89525767177,4.0
3.2160000801086426,211.45977783203125,39.0,55.75103762,48.74831828,4.019999980926514,89526769016,4.0
3.2160000801086426,211.235595703125,48.29999923706055,55.75105663,48.7483553,2.940000057220459,89527764323,4.0
3.2160000801086426,211.88427734375,59.5,55.75107197,48.74839789,3.130000114440918,89528757316,4.0
3.2160000801086426,211.1092529296875,76.5,55.75107691,48.74845188,3.6500000953674316,89529763509,4.0
3.2160000801086426,211.1925048828125,90.30000305175781,55.75107881,48.74851994,4.53000020980835,89530763066,4.0
3.2160000801086426,210.935302734375,97.80000305175781,55.75107061,48.74860146,5.769999980926514,89531765169,4.0
3.2160000801086426,210.55096435546875,101.30000305175781,55.75106063,48.74869641,6.849999904632568,89532763965,4.0
3.2160000801086426,210.7188720703125,103.4000015258789,55.75104865,48.74881398,7.829999923706055,89533764774,4.0
3.2160000801086426,210.69091796875,104.0999984741211,55.751032,48.74894488,8.65999984741211,89534760369,4.0
3.2160000801086426,211.28924560546875,105.4000015258789,55.75101233,48.74908741,9.369999885559082,89535759983,4.0
3.2160000801086426,211.413330078125,106.5,55.7509893,48.74923329,9.8100004196167,89536756153,3.0
3.2160000801086426,211.79644775390625,107.0,55.75096416,48.74938872,10.279999732971191,89537751197,3.0
3.2160000801086426,211.758544921875,106.5999984741211,55.7509379,48.74955233,10.899999618530273,89538754398,4.0
3.2160000801086426,211.5003662109375,106.0999984741211,55.75091175,48.74972741,11.470000267028809,89539755210,4.0
3.2160000801086426,211.77593994140625,105.69999694824219,55.75088346,48.7499099,12.020000457763672,89540756970,4.0
3.2160000801086426,211.3062744140625,105.5999984741211,55.7508521,48.75009339,12.319999694824219,89541755854,4.0
3.2160000801086426,210.91778564453125,106.19999694824219,55.75082093,48.75028562,12.680000305175781,89542781895,4.0
3.2160000801086426,210.58538818359375,106.69999694824219,55.75078963,48.75048134,12.90999984741211,89543775978,4.0
3.2160000801086426,210.6529541015625,105.30000305175781,55.75075828,48.75068279,13.0600004196167,89544787418,3.0
3.2160000801086426,210.2135009765625,104.5999984741211,55.75072916,48.75088339,13.239999771118164,89545754262,3.0
3.2160000801086426,210.34619140625,104.4000015258789,55.75070005,48.75109464,13.640000343322754,89546763537,3.0
3.2160000801086426,210.2373046875,104.5,55.75067005,48.75130651,13.6899995803833,89547791945,3.0
3.2160000801086426,210.4989013671875,104.5999984741211,55.75064005,48.75151638,13.229999542236328,89548763682,3.0
3.2160000801086426,210.42474365234375,104.69999694824219,55.75061023,48.75171564,12.720000267028809,89549773533,3.0
3.2160000801086426,210.43292236328125,104.69999694824219,55.75058348,48.75191233,12.399999618530273,89550798211,3.0
3.2160000801086426,209.81396484375,104.9000015258789,55.75055816,48.75209712,12.010000228881836,89551761896,3.0
3.2160000801086426,208.80487060546875,105.19999694824219,55.75053374,48.75227606,11.489999771118164,89552769075,4.0
3.2160000801086426,208.90728759765625,105.30000305175781,55.7505068,48.75244985,11.09000015258789,89553776261,4.0
3.2160000801086426,208.76068115234375,106.30000305175781,55.75047989,48.75261706,10.710000038146973,89554771667,4.0
3.2160000801086426,208.6138916015625,109.19999694824219,55.75045103,48.75277594,10.300000190734863,89555772746,3.0
3.2160000801086426,208.119873046875,112.80000305175781,55.75041621,48.7529257,9.979999542236328,89556767670,3.0
3.2160000801086426,207.7706298828125,115.30000305175781,55.75037936,48.75306962,9.890000343322754,89557759562,3.0
3.2160000801086426,207.6663818359375,117.4000015258789,55.75033957,48.75320881,9.760000228881836,89558760262,4.0
3.2160000801086426,207.65350341796875,119.30000305175781,55.75029896,48.75334456,9.59000015258789,89559754511,4.0
3.2160000801086426,207.9302978515625,121.19999694824219,55.75025544,48.75347738,9.399999618530273,89560757749,3.0
3.2160000801086426,207.77081298828125,123.0999984741211,55.75021067,48.7536005,9.199999809265137,89561757123,3.0
3.2160000801086426,207.9981689453125,124.4000015258789,55.75016488,48.75372011,8.920000076293945,89562755057,3.0
3.2160000801086426,207.86236572265625,125.19999694824219,55.75011978,48.75383315,8.59000015258789,89563754875,3.0
3.2160000801086426,207.94775390625,125.5999984741211,55.75007442,48.7539479,8.579999923706055,89564754280,3.0
3.2160000801086426,208.1212158203125,123.30000305175781,55.75003216,48.75405803,8.199999809265137,89565753408,3.0
3.2160000801086426,207.7335205078125,116.80000305175781,55.74999751,48.75416676,7.579999923706055,89566766985,4.0
3.2160000801086426,207.570556640625,107.0,55.74997632,48.75427942,7.239999771118164,89567753452,4.0
3.2160000801086426,207.374267578125,97.5999984741211,55.74996736,48.75439092,7.010000228881836,89568754427,4.0
3.2160000801086426,207.12030029296875,86.0999984741211,55.74996843,48.75450379,6.980000019073486,89569750000,4.0
3.2160000801086426,206.3433837890625,73.5,55.74998298,48.75461151,6.739999771118164,89570759206,4.0
3.2160000801086426,206.6480712890625,59.5,55.75000871,48.75470554,6.489999771118164,89571776066,4.0
3.2160000801086426,206.5233154296875,45.0,55.75004709,48.75478579,6.25,89572764169,4.0
3.2160000801086426,206.9476318359375,33.70000076293945,55.75009765,48.75484406,6.539999961853027,89573769553,6.0
3.2160000801086426,206.92889404296875,22.100000381469727,55.75015287,48.75488942,6.71999979019165,89574759219,6.0
4.288000106811523,206.8642578125,9.800000190734863,55.75021251,48.75490749,7.090000152587891,89575767653,6.0
4.288000106811523,207.14892578125,357.3999938964844,55.75028006,48.75491586,7.409999847412109,89576757882,6.0
4.288000106811523,207.87322998046875,346.0,55.75034455,48.7548954,7.309999942779541,89577758676,6.0
4.288000106811523,207.47430419921875,333.79998779296875,55.75040446,48.75485186,7.150000095367432,89578762218,6.0
4.288000106811523,207.50042724609375,321.29998779296875,55.75045516,48.75478929,6.820000171661377,89579761405,6.0
4.288000106811523,207.4119873046875,308.6000061035156,55.75049773,48.75471197,6.480000019073486,89580757790,6.0
3.2160000801086426,207.41058349609375,295.29998779296875,55.75052766,48.75462426,6.190000057220459,89581754869,6.0
3.2160000801086426,207.63836669921875,281.29998779296875,55.75054337,48.75452217,6.489999771118164,89582754913,6.0
3.2160000801086426,207.78271484375,268.6000061035156,55.7505454,48.75441481,6.800000190734863,89583759830,4.0
3.2160000801086426,208.21533203125,259.20001220703125,55.75053818,48.75430773,6.949999809265137,89584761882,6.0
3.2160000801086426,208.1446533203125,256.70001220703125,55.75052589,48.75420074,7.139999866485596,89585761017,4.0
3.2160000801086426,207.6710205078125,256.70001220703125,55.75051418,48.75408593,7.46999979019165,89586756762,4.0
3.2160000801086426,207.28753662109375,258.29998779296875,55.75049898,48.75396494,8.0,89587756254,4.0
3.2160000801086426,206.94952392578125,260.8999938964844,55.75048934,48.75383657,8.510000228881836,89588752619,4.0
3.2160000801086426,206.801025390625,264.6000061035156,55.75048083,48.75369904,9.170000076293945,89589763540,4.0
3.2160000801086426,206.693359375,268.70001220703125,55.75048526,48.75356518,9.520000457763672,89590756069,4.0
3.2160000801086426,206.49560546875,271.8999938964844,55.75048862,48.75341284,9.789999961853027,89591766161,4.0
3.2160000801086426,206.5994873046875,274.8999938964844,55.75049631,48.75326014,9.989999771118164,89592765478,6.0
3.2160000801086426,206.7733154296875,277.6000061035156,55.75050867,48.75310709,10.09000015258789,89593763748,6.0
3.2160000801086426,207.3472900390625,279.6000061035156,55.75052905,48.75295874,10.010000228881836,89594766954,4.0
3.2160000801086426,207.3221435546875,280.8999938964844,55.75054345,48.75280265,10.300000190734863,89595761066,4.0
3.2160000801086426,207.910400390625,282.6000061035156,55.7505632,48.75264104,10.5,89596764202,4.0
3.2160000801086426,208.3077392578125,284.1000061035156,55.75058952,48.75247643,10.649999618530273,89597761305,6.0
3.2160000801086426,208.369384765625,284.20001220703125,55.75061572,48.75231019,10.760000228881836,89598772641,6.0
4.288000106811523,208.6756591796875,284.0,55.75063913,48.75214406,10.960000038146973,89599757433,6.0
4.288000106811523,209.1666259765625,284.1000061035156,55.75066424,48.75197449,11.180000305175781,89600771805,6.0
3.2160000801086426,209.48779296875,284.1000061035156,55.75069035,48.75180362,11.350000381469727,89601761077,6.0
4.288000106811523,209.62158203125,284.20001220703125,55.75071631,48.75162713,11.59000015258789,89602756780,6.0
4.288000106811523,209.9364013671875,284.5,55.75074679,48.75144892,11.760000228881836,89603758195,6.0
4.288000106811523,210.0545654296875,284.6000061035156,55.75077171,48.75126604,11.920000076293945,89604758850,6.0
3.2160000801086426,210.29925537109375,285.29998779296875,55.75080018,48.75107994,12.25,89605760295,4.0
3.2160000801086426,210.37799072265625,284.8999938964844,55.75082878,48.75088868,12.600000381469727,89606759437,4.0
